HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV230,HV231,HV232,HV233,HV234,SHCOMMU,SHINTER,SHLANG,SHSECTE,SHTIME,V73
249173,RW4,249,173,4,249,1221262,11,2000,1211,4,2,0,4,4,0,1,11,1,3,89,0,249,118,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,41,40,21,0,1,0,0,0,0,0,34, , ,5,1,2,90,0,0,7,0, ,2, , , ,15,8,0,1,3,2,1.221262
250  3,RW4,250,3,1,250,1221262,11,2000,1211,5,0,0,5,5,0,1,6,1,10,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,0, , , ,13,40,21,0,1,0,0,1,0,0,11, , ,4,1,1,85,0,0,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250  7,RW4,250,7,2,250,1221262,11,2000,1211,3,1,0,3,3,0,1,6,1,24,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,1, , , ,33,60,31,0,0,0,0,0,0,0,11, , ,3,1,2,60,0, ,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250 11,RW4,250,11,1,250,1221262,11,2000,1211,6,1,2,6,6,1,1,6,1,10,83,0,250,119,6,6,2,3,1,1230379,10,20,0,5568,1, ,1, , , ,23,60,21,0,1,0,0,0,0,0,11, , ,4,1,2,42,0,1,7,0,3,2, , , ,30,16,0,1,1,1,1.221262
250 15,RW4,250,15,1,250,1221262,11,2000,1211,5,1,0,5,5,2,1,6,1,24,83,0,250,119,6,6,2,3,0,0,10,20,0,5568,2, ,1, , , ,41,60,21,0,1,0,0,0,0,0,34, , ,2,1,1,29,0,1,7,0,3,2, , , ,15,16,0,1,1,0,1.221262
250 19,RW4,250,19,2,250,1221262,11,2000,1211,2,1,0,2,2,0,1,6,1,8,83,0,250,119,6,6,2,3,0,0,10,20,0,5568,0, ,1, , , ,42,25,31,0,1,0,0,0,0,0,11, , ,2,1,1,35,0, ,7,0, ,2, , , ,15,16,0,1,1,1,1.221262
250 23,RW4,250,23,1,250,1221262,11,2000,1211,1,0,0,1,1,0,1,6,1,16,83,0,250,119,6,6,2,3,1,1230379,10,20,0,5568,0, ,0, , , ,42,45,21,0,0,0,0,0,0,0,11, , ,1,1,2,74,0,1,7,0, ,2, , , ,15,16,0,1,1,2,1.221262
250 27,RW4,250,27,1,250,1221262,11,2000,1211,2,1,0,2,2,1,1,6,1,8,83,0,250,119,6,6,2,3,0,0,10,20,0,5568,1, ,1, , , ,41,20,31,0,0,0,0,0,0,0,11, , ,1,1,2,42,0, ,7,0,3,2, , , ,30,16,0,1,1,2,1.221262
250 31,RW4,250,31,1,250,1221262,11,2000,1211,4,1,0,4,4,1,1,6,1,8,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,1, , , ,41,60,31,0,0,0,0,0,0,0,11, , ,1,1,2,34,0, ,7,0, ,2, , , ,30,16,0,1,1,2,1.221262
250 35,RW4,250,35,0,250,0,11,2000,1211,0,0,0,0,0,0,3,7,2,16,83,0,250,119,6,6,2,3,1,0,10,20,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
250 39,RW4,250,39,0,250,0,11,2000,1211,0,0,0,0,0,0,6,6,1,8,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
250 43,RW4,250,43,2,250,1221262,11,2000,1211,7,2,0,7,7,0,1,6,1,8,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,2, , , ,23,25,21,0,1,0,0,0,0,0,11, , ,4,1,2,40,0,0,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250 47,RW4,250,47,0,250,0,11,2000,1211,0,0,0,0,0,0,3,6,1,16,83,0,250,119,6,6,2,3,1,0,10,20,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
250 51,RW4,250,51,1,250,1221262,11,2000,1211,2,0,0,2,2,0,1,6,1,24,83,0,250,119,6,6,2,3,0,0,10,20,0,5568,0, ,0, , , ,33,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,61,0,0,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250 55,RW4,250,55,1,250,1221262,11,2000,1211,4,1,0,4,4,2,1,6,1,17,83,0,250,119,6,6,2,3,0,0,10,20,0,5568,2, ,1, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,2,1,1,74,0,0,7,0,3,2, , , ,30,16,0,1,1,3,1.221262
250 59,RW4,250,59,1,250,1221262,11,2000,1211,7,3,0,7,7,0,1,6,1,17,83,0,250,119,6,6,2,3,1,1230379,10,20,0,5568,0, ,3, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,2,44,0,0,7,0, ,2, , , ,30,16,0,1,1,6,1.221262
250 63,RW4,250,63,2,250,1221262,11,2000,1211,4,1,0,4,4,2,1,6,1,58,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,1, ,1, , , ,41,60,21,0,0,0,0,1,0,0,11, , ,2,1,1,39,0,0,7,0,3,2, , , ,30,16,0,1,1,2,1.221262
250 67,RW4,250,67,1,250,1221262,11,2000,1211,6,1,0,6,6,0,1,6,1,20,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,1, , , ,42,30,21,0,0,0,0,0,0,0,11, , ,2,1,2,40,0,0,7,0, ,2, , , ,15,16,0,1,1,2,1.221262
250 71,RW4,250,71,1,250,1221262,11,2000,1211,7,1,3,7,7,0,1,6,1,17,83,0,250,119,6,6,2,3,1,1230379,10,58,0,5568,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,2,48,0,0,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250 75,RW4,250,75,1,250,1221262,11,2000,1211,3,2,0,3,3,0,1,6,1,16,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,0, ,2, , , ,42,30,21,0,0,0,0,0,0,0,11, , ,3,1,2,16,0,0,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250 79,RW4,250,79,1,250,1221262,11,2000,1211,4,0,0,4,4,1,1,6,1,19,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,1, ,0, , , ,41,60,31,0,1,0,0,0,0,0,11, , ,2,1,1,85,0, ,7,0,3,2, , , ,15,16,0,1,1,1,1.221262
250 83,RW4,250,83,1,250,1221262,11,2000,1211,4,1,0,4,4,0,1,6,1,17,83,0,250,119,6,6,2,3,1,1230379,10,58,0,5568,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,38,0,1,7,0, ,2, , , ,30,16,0,1,1,1,1.221262
250 87,RW4,250,87,1,250,1221262,11,2000,1211,2,1,0,2,2,1,1,6,1,19,83,0,250,119,6,6,2,3,0,0,10,58,0,5568,1, ,1, , , ,43,150,21,0,0,0,0,0,0,0,11, , ,1,1,2,46,0,0,7,0,3,2, , , ,15,16,0,1,1,2,1.221262
251  3,RW4,251,3,1,251,1221262,8,2000,1208,4,1,0,4,4,1,1,7,1,60,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,28,0,1,7,0,3,2, , , ,30,16,0,1,2,2,1.221262
251 10,RW4,251,10,2,251,1221262,8,2000,1208,7,2,0,7,7,2,1,7,1,60,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,1, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,47,0,0,7,0,3,2, , , ,30,16,0,1,2,4,1.221262
251 17,RW4,251,17,5,251,1221262,8,2000,1208,5,2,0,5,5,1,1,9,1,60,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,1, ,2, , , ,41,40,21,0,1,0,0,0,0,0,11, , ,3,1,2,31,0,0,7,0,3,2, , , ,999,16,0,1,2,0,1.221262
251 24,RW4,251,24,1,251,1221262,8,2000,1208,2,0,0,2,2,0,1,8,1,60,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,0, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,2,64,0,0,7,0, ,2, , , ,30,16,0,1,2,1,1.221262
251 31,RW4,251,31,2,251,1221262,8,2000,1208,3,1,0,3,3,0,1,8,1,60,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,1, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,2,1,1,36,0,1,7,0, ,2, , , ,30,16,0,1,2,1,1.221262
251 38,RW4,251,38,2,251,1221262,8,2000,1208,4,0,1,4,4,0,1,7,1,1,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,0, ,0, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,4,1,1,60,0,0,7,0, ,2, , , ,30,16,0,1,2,1,1.221262
251 45,RW4,251,45,1,251,1221262,8,2000,1208,2,0,0,2,2,0,1,8,1,60,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,0, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,66,0,1,7,0, ,2, , , ,15,16,0,1,2,1,1.221262
251 52,RW4,251,52,1,251,1221262,8,2000,1208,6,1,0,6,6,3,1,7,1,39,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,3, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,32,0,0,7,0,3,2, , , ,30,16,0,1,2,0,1.221262
251 59,RW4,251,59,2,251,1221262,8,2000,1208,2,1,0,1,2,0,1,7,1,39,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,0, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,70,0,0,7,0, ,2, , , ,30,16,0,1,2,1,1.221262
251 66,RW4,251,66,1,251,1221262,8,2000,1208,7,2,0,7,7,0,1,8,1,39,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,2,42,0,0,7,0, ,2, , , ,15,16,0,1,2,2,1.221262
251 73,RW4,251,73,2,251,1221262,8,2000,1208,5,1,0,5,5,1,1,8,1,39,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,46,0,0,7,0,3,2, , , ,30,16,0,1,2,3,1.221262
251 80,RW4,251,80,1,251,1221262,8,2000,1208,7,1,2,7,7,1,1,8,1,1,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,1, ,1, , , ,41,90,21,0,1,0,0,0,0,0,11, , ,4,1,1,44,0,0,7,0,3,2, , , ,30,16,0,1,2,3,1.221262
251 87,RW4,251,87,1,251,1221262,8,2000,1208,5,1,0,5,5,0,1,8,1,39,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,1, , , ,41,60,21,0,1,0,0,0,0,0,34, , ,4,1,1,54,0,0,7,0, ,2, , , ,30,16,0,1,2,1,1.221262
251 94,RW4,251,94,1,251,1221262,8,2000,1208,8,2,0,8,8,3,1,8,1,39,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,2, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,46,0,0,7,0,3,2, , , ,30,16,0,1,2,0,1.221262
251101,RW4,251,101,1,251,1221262,8,2000,1208,3,0,3,3,3,0,1,7,1,1,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,0, ,0, , , ,33,30,22,0,0,0,0,0,0,0,11, , ,4,1,1,56,0,0,7,0, ,2, , , ,15,16,1,1,2,2,1.221262
251108,RW4,251,108,1,251,1221262,8,2000,1208,3,1,0,3,3,0,1,7,1,33,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,44,0,0,7,0, ,2, , , ,30,16,0,1,2,2,1.221262
251115,RW4,251,115,2,251,1221262,8,2000,1208,3,1,0,3,3,1,1,8,1,33,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,26,0,0,7,0,3,2, , , ,30,16,0,1,2,0,1.221262
251122,RW4,251,122,1,251,1221262,8,2000,1208,4,2,0,4,4,0,1,7,1,1,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,0, ,2, , , ,41,90,21,0,1,0,0,0,0,0,11, , ,4,1,1,77,0,1,7,0, ,2, , , ,30,16,0,1,2,0,1.221262
251129,RW4,251,129,2,251,1221262,8,2000,1208,7,3,0,7,7,0,1,8,1,33,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,3, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,4,1,1,48,0,0,7,0, ,2, , , ,30,16,0,1,2,4,1.221262
251136,RW4,251,136,2,251,1221262,8,2000,1208,5,2,0,5,5,0,1,7,1,33,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,2, , , ,41,40,21,0,0,0,0,0,0,0,11, , ,4,1,1,43,0,0,7,0, ,2, , , ,30,16,0,1,2,2,1.221262
251143,RW4,251,143,1,251,1221262,8,2000,1208,9,2,5,9,9,0,1,7,1,1,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,0, ,2, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,4,1,1,46,0,0,7,0, ,2, , , ,30,16,0,1,2,4,1.221262
251150,RW4,251,150,1,251,1221262,8,2000,1208,6,2,0,6,6,2,1,7,1,33,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,2, ,2, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,3,1,2,36,0,0,7,0,3,2, , , ,30,16,0,1,2,0,1.221262
251157,RW4,251,157,2,251,1221262,8,2000,1208,4,1,0,4,4,0,1,9,1,33,87,0,251,119,6,6,2,3,0,0,50,42,0,5568,0, ,1, , , ,41,60,21,0,1,0,0,0,0,0,34, , ,4,1,2,69,0,0,7,0, ,2, , , ,30,16,0,1,2,2,1.221262
251164,RW4,251,164,1,251,1221262,8,2000,1208,6,0,2,6,6,0,1,9,1,1,87,0,251,119,6,6,2,3,1,1230379,50,42,0,5568,0, ,0, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,51,0,1,7,0, ,2, , , ,30,16,0,1,2,2,1.221262
252  1,RW4,252,1,1,252,1221262,11,2000,1211,9,1,0,9,9,2,1,6,1,25,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,41,120,31,0,0,0,0,0,0,0,11, , ,4,1,1,53,0, ,7,0,3,2, , , ,15,16,0,1,8,3,1.221262
252  6,RW4,252,6,1,252,1221262,11,2000,1211,5,3,0,5,5,1,1,6,1,25,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,1, ,3, , , ,41,180,21,0,0,0,0,0,0,0,11, , ,4,1,2,38,0,1,7,0,3,2, , , ,15,16,0,1,8,0,1.221262
252 11,RW4,252,11,0,252,0,11,2000,1211,0,0,0,0,0,0,2,6,1,41,87,0,252,120,6,6,2,3,1,0,30,61,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
252 16,RW4,252,16,1,252,1221262,11,2000,1211,1,0,0,1,1,0,1,6,1,25,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,120,21,0,0,0,0,0,0,0,11, , ,1,1,2,75,0,0,7,0, ,2, , , ,15,16,0,1,8,1,1.221262
252 21,RW4,252,21,1,252,1221262,11,2000,1211,2,1,0,2,2,0,1,6,1,25,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,120,21,0,1,0,0,0,0,0,11, , ,2,1,1,24,0,0,7,0, ,2, , , ,15,16,0,1,8,1,1.221262
252 26,RW4,252,26,1,252,1221262,11,2000,1211,6,3,1,6,6,0,1,6,1,41,87,0,252,120,6,6,2,3,1,1230379,30,61,0,5568,0, ,3, , , ,41,40,21,0,1,0,0,0,0,0,11, , ,4,1,1,49,0,0,7,0, ,2, , , ,15,16,0,1,8,2,1.221262
252 31,RW4,252,31,1,252,1221262,11,2000,1211,2,0,0,2,2,0,1,6,1,6,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,10,21,0,1,0,0,0,0,0,34, , ,1,1,2,76,0,0,7,0, ,2, , , ,30,16,0,1,8,1,1.221262
252 36,RW4,252,36,1,252,1221262,11,2000,1211,3,1,0,3,3,1,1,6,1,6,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,41,60,21,0,1,0,0,1,0,0,11, , ,2,1,1,28,0,0,7,0,3,2, , , ,30,16,0,1,8,1,1.221262
252 41,RW4,252,41,1,252,1221262,11,2000,1211,2,1,0,2,2,0,1,6,1,6,87,0,252,120,6,6,2,3,1,1230379,30,61,0,5568,0, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,41,0,0,7,0, ,2, , , ,30,16,0,1,8,1,1.221262
252 46,RW4,252,46,0,252,0,11,2000,1211,0,0,0,0,0,0,6,6,1,6,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
252 51,RW4,252,51,1,252,1221262,11,2000,1211,1,0,0,1,1,0,1,6,1,3,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,33,20,31,0,0,0,0,0,0,0,11, , ,1,1,2,61,0, ,7,0, ,2, , , ,30,16,0,1,8,1,1.221262
252 56,RW4,252,56,1,252,1221262,11,2000,1211,6,2,0,6,5,1,1,6,1,41,87,0,252,120,6,6,2,3,1,1230379,30,61,0,5568,0, ,2, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,3,1,2,40,0,1,7,0, ,2, , , ,30,16,0,1,8,0,1.221262
252 61,RW4,252,61,3,252,1221262,11,2000,1211,7,2,0,7,7,0,1,6,1,3,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,33,60,21,0,1,0,0,0,0,0,11, , ,4,1,1,50,0,0,7,0, ,2, , , ,15,16,0,1,8,3,1.221262
252 66,RW4,252,66,2,252,1221262,11,2000,1211,7,0,0,7,7,0,1,6,1,3,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,33,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,57,0,0,7,0, ,2, , , ,30,16,0,1,8,1,1.221262
252 71,RW4,252,71,1,252,1221262,11,2000,1211,2,0,0,2,2,0,1,6,1,41,87,0,252,120,6,6,2,3,1,1230379,30,61,0,5568,0, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,71,0,0,7,0, ,2, , , ,999,16,0,1,8,1,1.221262
252 73,RW4,252,73,1,252,1221262,11,2000,1211,4,1,0,3,4,0,1,6,1,32,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,120,22,0,0,0,0,0,0,0,11, , ,4,1,1,73,0,0,7,0, ,2, , , ,999,16,0,1,8,2,1.221262
252 81,RW4,252,81,1,252,1221262,11,2000,1211,3,0,0,3,3,0,1,6,1,32,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,120,22,0,1,0,0,1,0,0,11, , ,2,1,1,52,0,0,7,0, ,2, , , ,999,16,0,1,8,1,1.221262
252 86,RW4,252,86,1,252,1221262,11,2000,1211,5,1,1,5,5,3,1,6,1,41,87,0,252,120,6,6,2,3,1,1230379,30,61,0,5568,2, ,1, , , ,41,30,21,0,1,0,0,1,0,0,34, , ,2,1,1,37,0,0,7,0,3,2, , , ,30,16,0,1,8,0,1.221262
252 91,RW4,252,91,1,252,1221262,11,2000,1211,5,1,0,5,5,0,1,6,1,32,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,120,22,0,0,0,0,0,0,0,11, , ,4,1,1,23,0,0,7,0, ,2, , , ,7,16,0,1,8,1,1.221262
252 96,RW4,252,96,2,252,1221262,11,2000,1211,8,2,0,8,8,2,1,6,1,28,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,2, ,2, , , ,13,60,22,0,1,0,0,0,0,0,11, , ,4,1,1,40,0,0,7,0,3,2, , , ,30,16,0,1,8,0,1.221262
252101,RW4,252,101,1,252,1221262,11,2000,1211,2,0,0,2,2,0,1,6,1,28,87,0,252,120,6,6,2,3,1,1230379,30,61,0,5568,0, ,0, , , ,13,60,21,0,1,0,0,0,0,0,11, , ,1,1,2,64,0,9,7,0, ,2, , , ,999,16,0,1,8,1,1.221262
252106,RW4,252,106,1,252,1221262,11,2000,1211,5,1,0,5,5,0,1,6,1,28,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,13,60,22,0,0,0,0,0,0,0,11, , ,4,1,1,80,0,0,7,0, ,2, , , ,15,16,0,1,8,0,1.221262
252111,RW4,252,111,2,252,1221262,11,2000,1211,5,1,0,5,5,1,1,6,1,28,87,0,252,120,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,13,60,22,0,1,0,0,0,0,0,11, , ,2,1,1,39,0,0,7,0, ,2, , , ,15,16,0,1,8,0,1.221262
253  2,RW4,253,2,1,253,1221262,8,2000,1208,5,1,0,5,5,2,1,7,1,28,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,2, ,1, , , ,43,5,22,0,1,0,0,0,0,0,11, , ,1,1,2,34,0,0,7,0,3,2, , , ,0,14,0,1,1,0,1.221262
253  5,RW4,253,5,0,253,0,8,2000,1208,0,0,0,0,0,0,6,8,1,18,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
253  8,RW4,253,8,1,253,1221262,8,2000,1208,5,1,0,5,5,2,1,7,1,18,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,2, ,1, , , ,42,20,21,0,0,0,0,0,0,0,11, , ,1,1,2,33,0,0,7,0,3,2, , , ,0,14,0,1,1,0,1.221262
253 14,RW4,253,14,1,253,1221262,8,2000,1208,3,1,0,3,3,1,1,8,1,22,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,1, , , ,42,15,21,0,1,0,0,0,0,0,34, , ,1,1,2,28,0,0,7,0, ,2, , , ,0,14,0,1,1,1,1.221262
253 17,RW4,253,17,1,253,1221262,8,2000,1208,9,2,3,9,9,0,1,7,1,18,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,0, ,2, , , ,42,20,21,0,0,0,0,0,0,0,11, , ,4,1,1,49,0,0,7,0, ,2, , , ,30,14,0,1,1,3,1.221262
253 20,RW4,253,20,1,253,1221262,8,2000,1208,6,1,0,6,6,3,1,8,1,22,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,1, ,1, , , ,41,50,21,0,0,0,0,0,0,0,11, , ,5,1,2,73,0,0,7,0,3,2, , , ,0,14,0,1,1,3,1.221262
253 23,RW4,253,23,1,253,1221262,8,2000,1208,5,1,0,5,4,1,1,8,1,22,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,1, ,1, , , ,42,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,33,0,0,7,0,3,2, , , ,0,14,0,1,1,2,1.221262
253 26,RW4,253,26,2,253,1221262,8,2000,1208,4,1,0,4,4,2,1,7,1,18,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,1, ,1, , , ,42,150,21,0,1,0,0,0,0,0,11, , ,3,1,2,63,0,0,7,0,3,2, , , ,999,14,0,1,1,3,1.221262
253 29,RW4,253,29,2,253,1221262,8,2000,1208,7,3,0,7,7,1,1,8,1,22,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,1, ,3, , , ,42,90,21,0,1,0,0,0,0,0,11, , ,4,1,2,43,0,0,7,0,3,2, , , ,0,14,0,1,1,3,1.221262
253 32,RW4,253,32,1,253,1221262,8,2000,1208,3,1,0,3,3,1,1,9,1,57,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,1, , , ,42,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,32,0,0,7,0, ,2, , , ,0,14,0,1,1,1,1.221262
253 35,RW4,253,35,1,253,1221262,8,2000,1208,6,1,1,6,4,0,1,8,1,18,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,0, ,1, , , ,42,120,21,0,1,0,0,0,0,0,11, , ,4,1,2,48,0,0,7,0, ,2, , , ,0,14,0,1,1,0,1.221262
253 38,RW4,253,38,3,253,1221262,8,2000,1208,5,2,0,5,5,0,1,7,1,13,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,2, , , ,43,30,21,0,0,0,0,0,0,0,11, , ,4,1,2,70,0,0,7,0, ,2, , , ,30,14,0,1,1,2,1.221262
253 41,RW4,253,41,1,253,1221262,8,2000,1208,4,1,0,3,4,2,1,9,1,13,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,2, ,1, , , ,42,10,21,0,1,0,0,0,0,0,11, , ,1,1,2,28,0,0,7,1,1,2, , , ,30,14,0,1,1,2,1.221262
253 44,RW4,253,44,1,253,1221262,8,2000,1208,4,1,1,4,4,0,1,9,1,57,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,0, ,1, , , ,42,60,21,0,0,0,0,0,0,0,11, , ,2,1,2,44,0,0,7,0, ,2, , , ,0,14,0,1,1,0,1.221262
253 47,RW4,253,47,2,253,1221262,8,2000,1208,6,2,0,5,6,0,1,7,1,57,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,2, , , ,42,20,21,0,1,0,0,0,0,0,11, , ,4,1,2,62,0,0,7,0, ,2, , , ,999,14,0,1,1,4,1.221262
253 50,RW4,253,50,3,253,1221262,8,2000,1208,10,2,0,10,10,2,1,7,1,57,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,2, ,2, , , ,13,60,21,0,1,0,0,1,0,0,11, , ,4,1,1,42,0,0,6,0,3,2, , , ,999,14,0,1,1,5,1.221262
253 53,RW4,253,53,2,253,1221262,8,2000,1208,7,3,0,7,7,0,1,7,1,18,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,0, ,3, , , ,42,120,21,0,0,0,0,0,0,0,11, , ,4,1,2,60,0,0,7,0, ,2, , , ,999,14,0,1,1,0,1.221262
253 56,RW4,253,56,2,253,1221262,8,2000,1208,5,3,0,5,5,0,1,9,1,57,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,3, , , ,42,60,21,0,1,0,0,0,0,0,11, , ,4,1,2,47,0,0,7,0, ,2, , , ,0,14,0,1,1,0,1.221262
253 59,RW4,253,59,1,253,1221262,8,2000,1208,7,1,0,7,7,3,1,8,1,57,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,2, ,1, , , ,42,30,21,0,1,0,0,0,0,0,11, , ,1,1,2,39,0,0,7,0,3,2, , , ,0,14,0,1,1,0,1.221262
253 62,RW4,253,62,1,253,1221262,8,2000,1208,4,2,0,4,4,0,1,8,1,13,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,0, ,2, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,4,1,2,68,0,0,7,0, ,2, , , ,30,14,0,1,1,3,1.221262
