HHID,HV000,HV001,HV002,PID,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV201,HV202,HV203,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,SHPREF,SHCOMMNE,SHSECTOR,V54
966206,RW2,966,206,0,16,349112,9,92,1113,6,2,0,6,6,2,1,13,1,64,8,0,16,8,1,1,1,0,0,0,13,13,1, ,13,1,1, ,1,0,0,0,34, , ,3,5,1,1,36,10,2,2,.349112
966217,RW2,966,217,0,16,0,9,92,1113,0,0,0,0,0,0,7,10,1,64,8,0,16,8,1,1,1,0,2,0, , , , , , , , , , , , , , , , , , , , ,10,2,2,0
966228,RW2,966,228,0,16,349112,9,92,1113,2,0,0,2,2,0,1,10,1,65,8,0,16,8,1,1,1,0,0,0,12,12,1,2,23,0,1, ,0,0,0,0,34, , ,1,5,1,1,32,10,2,2,.349112
966239,RW2,966,239,0,16,0,9,92,1113,0,0,0,0,0,0,6,9,1,65,8,0,16,8,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,2,2,0
967  8,RW2,967,8,0,17,349112,9,92,1113,1,0,0,1,1,0,1,16,1,64,3,0,17,9,1,1,1,0,0,0,12,12,1,10,31,0,1, ,0,1,0,0,11, , ,1,1,1,1,26,10,2,2,.349112
967 23,RW2,967,23,0,17,349112,9,92,1113,2,0,0,2,2,0,1,15,1,64,3,0,17,9,1,1,1,0,0,0,13,13,1, ,13,1,1, ,1,1,0,0,34, , ,2,2,1,2,62,10,2,2,.349112
967 38,RW2,967,38,0,17,349112,9,92,1113,2,0,0,2,2,0,1,16,1,64,3,0,17,9,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,2,1,1,1,18,10,2,2,.349112
967 53,RW2,967,53,0,17,349112,9,92,1113,2,0,0,2,2,0,1,14,1,64,3,0,17,9,1,1,1,0,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,77,10,2,2,.349112
967 68,RW2,967,68,0,17,349112,9,92,1113,10,4,0,10,10,2,1,14,1,64,3,0,17,9,1,1,1,0,0,0,13,13,1, ,13,0,1, ,0,0,0,0,34, , ,5,4,1,1,48,10,2,2,.349112
967 83,RW2,967,83,0,17,349112,9,92,1113,6,1,0,6,6,1,1,14,1,64,3,0,17,9,1,1,1,0,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,74,10,2,2,.349112
967 98,RW2,967,98,0,17,349112,9,92,1113,3,0,0,3,2,0,1,14,1,66,3,0,17,9,1,1,1,0,2,349112,12,12,1,1,23,0,1, ,0,0,0,0,11, , ,1,5,1,1,28,10,2,2,.349112
967113,RW2,967,113,0,17,349112,9,92,1113,6,2,0,6,6,1,1,15,1,66,3,0,17,9,1,1,1,0,0,0,31,31,1,10,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,52,10,2,2,.349112
967128,RW2,967,128,0,17,349112,9,92,1113,8,2,0,8,8,0,1,14,1,66,3,0,17,9,1,1,1,0,0,0,31,31,1,40,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,25,10,2,2,.349112
967143,RW2,967,143,0,17,349112,9,92,1113,2,0,0,1,2,0,1,16,1,66,3,0,17,9,1,1,1,0,0,0,13,13,1, ,23,0,1, ,0,1,0,0,34, , ,2,1,1,1,23,10,2,2,.349112
967158,RW2,967,158,0,17,349112,9,92,1113,1,0,0,1,1,0,1,16,1,66,3,0,17,9,1,1,1,0,0,0,51,51,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,17,10,2,2,.349112
967172,RW2,967,172,0,17,349112,9,92,1113,3,0,0,3,3,0,1,14,1,66,3,0,17,9,1,1,1,0,2,349112,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,76,10,2,2,.349112
967187,RW2,967,187,0,17,349112,9,92,1113,9,2,0,8,9,2,1,17,1,63,3,0,17,9,1,1,1,0,0,0,11,11,1, ,13,1,1, ,1,0,0,1,34, , ,4,5,1,1,40,10,2,2,.349112
967202,RW2,967,202,0,17,349112,9,92,1113,1,0,0,1,1,0,1,15,1,63,3,0,17,9,1,1,1,0,0,0,13,13,1, ,23,1,0, ,0,0,0,0,34, , ,1,1,1,1,27,10,2,2,.349112
967217,RW2,967,217,0,17,349112,9,92,1113,10,3,0,9,10,0,1,15,1,63,3,0,17,9,1,1,1,0,0,0,12,12,1,15,23,0,1, ,0,0,0,0,34, , ,4,4,1,1,46,10,2,2,.349112
967232,RW2,967,232,0,17,349112,9,92,1113,7,1,0,7,7,1,1,17,1,63,3,0,17,9,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,2,15,10,2,2,.349112
967247,RW2,967,247,0,17,349112,9,92,1113,6,2,1,5,6,1,1,15,2,63,3,0,17,9,1,1,1,0,2,349112,12,12,1,10,23,1,1, ,0,1,0,0,34, , ,4,5,1,1,30,10,2,2,.349112
967262,RW2,967,262,0,17,349112,9,92,1113,5,1,0,5,5,2,1,14,1,63,3,0,17,9,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,1,34, , ,3,5,1,1,34,10,2,2,.349112
967277,RW2,967,277,0,17,349112,9,92,1113,1,1,0,1,1,0,1,14,1,65,3,0,17,9,1,1,1,0,0,0,12,12,1,5,13,0,1, ,0,0,0,0,34, , ,1,1,1,2,47,10,2,2,.349112
967292,RW2,967,292,0,17,349112,9,92,1113,7,1,0,7,7,3,1,14,1,65,3,0,17,9,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,37,10,2,2,.349112
967308,RW2,967,308,0,17,349112,9,92,1113,11,0,0,8,10,0,1,15,1,65,3,0,17,9,1,1,1,0,0,0,11,11,1, ,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,29,10,2,2,.349112
967322,RW2,967,322,0,17,349112,9,92,1113,5,2,1,5,5,1,1,18,1,65,3,0,17,9,1,1,1,0,2,349112,11,11,1, ,13,1,1, ,1,1,0,1,34, , ,4,5,1,1,30,10,2,2,.349112
967337,RW2,967,337,0,17,349112,9,92,1113,6,2,0,6,6,1,1,15,1,65,3,0,17,9,1,1,1,0,0,0,51,51,1,2,23,0,1, ,0,0,0,0,34, , ,1,5,1,2,20,10,2,2,.349112
967351,RW2,967,351,0,17,349112,9,92,1113,7,2,0,7,7,0,1,22,1,65,3,0,17,9,1,1,1,0,0,0,11,11,1, ,13,1,1, ,1,1,0,0,34, , ,4,5,1,1,43,10,2,2,.349112
967366,RW2,967,366,0,17,349112,9,92,1113,6,3,0,6,6,0,1,16,1,65,3,0,17,9,1,1,1,0,0,0,11,11,1, ,13,1,1, ,1,0,0,0,34, , ,3,5,1,1,43,10,2,2,.349112
968  9,RW2,968,9,0,18,349112,9,92,1113,4,1,0,2,4,0,1,12,1,24,1,0,18,9,1,1,1,0,0,0,12,12,1,5,23,1,1, ,0,0,0,0,34, , ,2,2,1,1,29,10,3,1,.349112
968 20,RW2,968,20,0,18,349112,9,92,1113,1,0,0,1,1,0,1,12,1,23,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,1,1,1,1,25,10,3,1,.349112
968 30,RW2,968,30,0,18,349112,9,92,1113,1,0,0,1,1,0,1,12,1,23,1,0,18,9,1,1,1,0,2,349112,13,13,1, ,23,1,0, ,0,0,0,0,34, , ,1,1,1,1,28,10,3,1,.349112
968 39,RW2,968,39,0,18,349112,9,92,1113,2,0,0,2,2,0,1,12,1,23,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,1,5,1,1,21,10,3,1,.349112
968 51,RW2,968,51,0,18,349112,9,92,1113,1,0,0,1,1,0,1,12,1,23,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,25,10,3,1,.349112
968 60,RW2,968,60,0,18,349112,9,92,1113,10,1,0,10,10,0,1,12,1,23,1,0,18,9,1,1,1,0,0,0,12,12,1,10,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,87,10,3,1,.349112
968 71,RW2,968,71,0,18,349112,9,92,1113,6,2,0,5,6,0,1,12,1,24,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,5,1,2,33,10,3,1,.349112
968 82,RW2,968,82,0,18,0,9,92,1113,0,0,0,0,0,0,6,12,1,24,1,0,18,9,1,1,1,0,2,0, , , , , , , , , , , , , , , , , , , , ,10,3,1,0
968 92,RW2,968,92,0,18,349112,9,92,1113,2,0,0,2,2,0,1,12,1,24,1,0,18,9,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,1,3,1,1,21,10,3,1,.349112
968103,RW2,968,103,0,18,349112,9,92,1113,11,3,0,11,11,0,1,12,1,24,1,0,18,9,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,6,5,1,1,47,10,3,1,.349112
968113,RW2,968,113,0,18,349112,9,92,1113,3,1,0,3,3,1,1,12,1,25,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,11, , ,1,2,1,1,28,10,3,1,.349112
968123,RW2,968,123,0,18,349112,9,92,1113,2,0,0,2,2,0,1,12,1,26,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,5,1,1,23,10,3,1,.349112
968134,RW2,968,134,0,18,349112,9,92,1113,9,3,0,8,8,1,1,18,1,25,1,0,18,9,1,1,1,0,2,349112,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,4,4,1,2,27,10,3,1,.349112
968144,RW2,968,144,0,18,0,9,92,1113,0,0,0,0,0,0,5,16,1,26,1,0,18,9,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,1,0
968155,RW2,968,155,0,18,349112,9,92,1113,1,0,0,1,1,0,1,12,1,26,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,21,10,3,1,.349112
968165,RW2,968,165,0,18,349112,9,92,1113,1,0,0,1,1,0,1,12,1,26,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,1,1,1,1,26,10,3,1,.349112
968175,RW2,968,175,0,18,349112,9,92,1113,8,1,0,8,7,2,1,12,1,26,1,0,18,9,1,1,1,0,0,0,13,13,1, ,13,1,1, ,0,0,0,0,34, , ,2,5,1,1,26,10,3,1,.349112
968186,RW2,968,186,0,18,349112,9,92,1113,2,1,0,2,2,1,1,12,1,25,1,0,18,9,1,1,1,0,2,349112,13,13,1, ,23,0,1, ,0,0,0,0,34, , ,1,1,1,2,26,10,3,1,.349112
968198,RW2,968,198,0,18,349112,9,92,1113,8,1,0,7,8,0,1,13,1,25,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,3,5,1,1,49,10,3,1,.349112
968206,RW2,968,206,0,18,349112,9,92,1113,1,0,0,1,1,0,1,16,1,26,1,0,18,9,1,1,1,0,0,0,13,13,1, ,23,1,0, ,0,0,0,0,34, , ,1,1,1,1,27,10,3,1,.349112
968217,RW2,968,217,0,18,0,9,92,1113,0,0,0,0,0,0,6,12,1,25,1,0,18,9,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,1,0
969 10,RW2,969,10,0,19,349112,9,92,1113,4,1,1,4,3,2,1,18,1,24,1,0,19,10,1,1,1,0,2,349112,13,13,1, ,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,35,10,3,1,.349112
969 24,RW2,969,24,0,19,349112,9,92,1113,5,3,0,5,5,0,1,18,1,25,1,0,19,10,1,1,1,0,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,4,1,2,40,10,3,1,.349112
969 37,RW2,969,37,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,23,1,0,19,10,1,1,1,0,0,0,31,12,0,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,57,10,3,1,.349112
969 51,RW2,969,51,0,19,349112,9,92,1113,3,0,0,3,1,0,1,18,1,23,1,0,19,10,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,2,5,1,1,30,10,3,1,.349112
969 65,RW2,969,65,0,19,349112,9,92,1113,5,1,0,5,5,1,1,18,1,25,1,0,19,10,1,1,1,0,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,1,4,1,1,68,10,3,1,.349112
969 79,RW2,969,79,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,25,1,0,19,10,1,1,1,0,2,349112,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,58,10,3,1,.349112
969 92,RW2,969,92,0,19,349112,9,92,1113,5,1,0,5,5,0,1,18,1,26,1,0,19,10,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,1,2,1,2,36,10,3,1,.349112
969106,RW2,969,106,0,19,349112,9,92,1113,2,0,0,2,2,0,1,18,1,26,1,0,19,10,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,3,1,1,38,10,3,1,.349112
969120,RW2,969,120,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,26,1,0,19,10,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,1,1,1,1,26,10,3,1,.349112
969134,RW2,969,134,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,26,1,0,19,10,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,28,10,3,1,.349112
969147,RW2,969,147,0,19,349112,9,92,1113,3,1,1,3,3,1,1,18,1,26,1,0,19,10,1,1,1,0,2,349112,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,2,1,1,26,10,3,1,.349112
969161,RW2,969,161,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,23,1,0,19,10,1,1,1,0,0,0,12,12,1,1,23,0,0, ,0,1,0,0,11, , ,1,1,1,1,34,10,3,1,.349112
969175,RW2,969,175,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,24,1,0,19,10,1,1,1,0,0,0,12,12,1,2,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,26,10,3,1,.349112
969188,RW2,969,188,0,19,349112,9,92,1113,5,1,0,5,5,1,1,18,1,24,1,0,19,10,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,4,1,2,30,10,3,1,.349112
969202,RW2,969,202,0,19,349112,9,92,1113,4,1,0,3,4,0,1,18,1,24,1,0,19,10,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,11, , ,2,5,1,1,25,10,3,1,.349112
969216,RW2,969,216,0,19,349112,9,92,1113,7,2,0,7,7,0,1,18,1,25,1,0,19,10,1,1,1,0,2,349112,12,12,1,10,23,0,0, ,0,0,0,0,34, , ,3,4,1,1,59,10,3,1,.349112
969230,RW2,969,230,0,19,349112,9,92,1113,2,0,0,1,2,0,1,18,1,24,1,0,19,10,1,1,1,0,0,0,13,13,1, ,23,0,1, ,0,0,0,0,34, , ,1,1,1,1,43,10,3,1,.349112
969242,RW2,969,242,0,19,349112,9,92,1113,8,0,0,7,6,1,1,21,1,24,1,0,19,10,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,1,0,1,34, , ,5,5,1,1,43,10,3,1,.349112
969258,RW2,969,258,0,19,349112,9,92,1113,2,0,0,1,2,0,1,18,1,23,1,0,19,10,1,1,1,0,0,0,12,12,1,20,23,0,1, ,0,0,0,0,34, , ,1,1,1,1,30,10,3,1,.349112
969271,RW2,969,271,0,19,349112,9,92,1113,5,1,0,5,5,3,1,18,1,23,1,0,19,10,1,1,1,0,0,0,31,12,0,30,23,0,0, ,0,0,0,0,34, , ,1,2,1,1,28,10,3,1,.349112
969286,RW2,969,286,0,19,349112,9,92,1113,1,0,0,1,1,0,1,18,1,23,1,0,19,10,1,1,1,0,2,349112,12,12,1,4,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,22,10,3,1,.349112
969299,RW2,969,299,0,19,349112,9,92,1113,2,1,0,2,2,1,1,18,1,24,1,0,19,10,1,1,1,0,0,0,12,12,1,2,31,0,0, ,0,0,0,0,11, , ,1,1,1,2,28,10,3,1,.349112
969312,RW2,969,312,0,19,349112,9,92,1113,4,1,0,4,4,2,1,18,1,23,1,0,19,10,1,1,1,0,0,0,12,12,1,5,23,0,0, ,0,0,0,0,34, , ,1,2,1,1,27,10,3,1,.349112
969326,RW2,969,326,0,19,349112,9,92,1113,7,2,0,7,7,0,1,18,1,23,1,0,19,10,1,1,1,0,0,0,13,13,1, ,13,1,1, ,1,0,0,1,34, , ,4,5,1,1,42,10,3,1,.349112
970  5,RW2,970,5,0,20,349112,9,92,1113,2,0,0,2,2,0,1,22,1,24,8,0,20,10,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,1,3,1,1,22,10,3,2,.349112
970 16,RW2,970,16,0,20,349112,9,92,1113,2,0,0,2,2,0,1,22,1,24,8,0,20,10,1,1,1,0,2,349112,12,12,1,30,23,0,1, ,0,0,0,0,34, , ,2,3,1,1,37,10,3,2,.349112
970 27,RW2,970,27,0,20,0,9,92,1113,0,0,0,0,0,0,6,22,1,24,8,0,20,10,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,2,0
970 37,RW2,970,37,0,20,349112,9,92,1113,2,1,0,2,2,0,1,22,1,24,8,0,20,10,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,30,10,3,2,.349112
970 48,RW2,970,48,0,20,0,9,92,1113,0,0,0,0,0,0,3,23,1,26,8,0,20,10,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,2,0
970 59,RW2,970,59,0,20,349112,9,92,1113,2,1,0,2,2,0,1,22,1,24,8,0,20,10,1,1,1,0,0,0,13,13,1, ,23,0,0, ,0,0,0,0,34, , ,1,2,1,1,27,10,3,2,.349112
970 70,RW2,970,70,0,20,349112,9,92,1113,3,1,0,3,3,0,1,22,1,23,8,0,20,10,1,1,1,0,2,349112,12,12,1,10,31,0,0, ,0,0,0,0,11, , ,2,2,1,2,49,10,3,2,.349112
970 80,RW2,970,80,0,20,349112,9,92,1113,5,1,0,5,5,3,1,22,1,25,8,0,20,10,1,1,1,0,0,0,12,12,1,30,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,28,10,3,2,.349112
970 91,RW2,970,91,0,20,349112,9,92,1113,7,2,0,7,7,2,1,22,1,23,8,0,20,10,1,1,1,0,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,77,10,3,2,.349112
970102,RW2,970,102,0,20,349112,9,92,1113,2,1,0,2,2,1,1,22,1,23,8,0,20,10,1,1,1,0,0,0,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,37,10,3,2,.349112
970113,RW2,970,113,0,20,349112,9,92,1113,1,0,0,1,1,0,1,23,1,26,8,0,20,10,1,1,1,0,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,27,10,3,2,.349112
970123,RW2,970,123,0,20,349112,9,92,1113,3,0,0,3,1,1,1,25,1,23,8,0,20,10,1,1,1,0,2,349112,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,27,10,3,2,.349112
970134,RW2,970,134,0,20,349112,9,92,1113,6,3,0,6,6,1,1,22,1,23,8,0,20,10,1,1,1,0,0,0,12,12,1,20,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,37,10,3,2,.349112
970145,RW2,970,145,0,20,349112,9,92,1113,2,1,0,2,2,0,1,22,1,25,8,0,20,10,1,1,1,0,0,0,12,12,1,6,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,28,10,3,2,.349112
970156,RW2,970,156,0,20,349112,9,92,1113,7,4,0,7,7,0,1,22,1,24,8,0,20,10,1,1,1,0,0,0,13,13,1, ,13,1,1, ,0,1,0,0,34, , ,3,5,1,1,30,10,3,2,.349112
970166,RW2,970,166,0,20,349112,9,92,1113,6,3,0,6,6,2,1,22,1,26,8,0,20,10,1,1,1,0,0,0,13,13,1, ,13,1,1, ,1,0,0,0,34, , ,3,5,1,1,37,10,3,2,.349112
971  3,RW2,971,3,0,21,349112,9,92,1113,5,1,0,5,5,2,1,23,1,24,2,0,21,11,1,1,1,0,0,0,31,31,1,20,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,33,10,3,3,.349112
971 11,RW2,971,11,0,21,349112,9,92,1113,6,1,0,6,5,3,1,23,1,24,2,0,21,11,1,1,1,0,0,0,31,32,0,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,34,10,3,3,.349112
971 18,RW2,971,18,0,21,349112,9,92,1113,2,0,0,2,2,0,1,25,1,24,2,0,21,11,1,1,1,0,0,0,11,11,1, ,23,1,1, ,1,0,1,0,34, , ,2,5,1,1,30,10,3,3,.349112
971 26,RW2,971,26,0,21,349112,9,92,1113,6,1,0,6,6,1,1,23,1,24,2,0,21,11,1,1,1,0,0,0,31,32,0,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,38,10,3,3,.349112
971 33,RW2,971,33,0,21,349112,9,92,1113,4,1,0,4,4,0,1,24,1,24,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,38,10,3,3,.349112
971 41,RW2,971,41,0,21,349112,9,92,1113,1,1,0,1,1,0,1,24,1,24,2,0,21,11,1,1,1,0,0,0,32,32,1,10,23,0,0, ,0,0,0,0,33, , ,1,1,1,2,23,10,3,3,.349112
971 48,RW2,971,48,0,21,349112,9,92,1113,3,1,1,3,3,1,1,24,1,25,2,0,21,11,1,1,1,0,2,349112,31,31,1,60,23,1,1, ,0,0,0,0,34, , ,1,2,1,1,34,10,3,3,.349112
971 56,RW2,971,56,0,21,349112,9,92,1113,4,1,0,3,4,0,1,25,1,25,2,0,21,11,1,1,1,0,0,0,31,31,1,5,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,28,10,3,3,.349112
971 63,RW2,971,63,0,21,349112,9,92,1113,4,1,0,4,4,2,1,24,1,26,2,0,21,11,1,1,1,0,0,0,31,31,1,10,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,43,10,3,3,.349112
971 71,RW2,971,71,0,21,349112,9,92,1113,4,1,0,2,4,0,1,24,1,26,2,0,21,11,1,1,1,0,0,0,12,12,1,10,23,1,1, ,0,0,0,0,34, , ,3,3,1,1,31,10,3,3,.349112
971 78,RW2,971,78,0,21,349112,9,92,1113,7,1,0,7,7,2,1,24,1,26,2,0,21,11,1,1,1,0,0,0,31,31,1,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,40,10,3,3,.349112
971 86,RW2,971,86,0,21,349112,9,92,1113,6,2,1,5,6,2,1,23,1,26,2,0,21,11,1,1,1,0,2,349112,31,31,1,5,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,34,10,3,3,.349112
971 93,RW2,971,93,0,21,349112,9,92,1113,1,0,0,1,1,0,1,24,1,26,2,0,21,11,1,1,1,0,0,0,31,31,1,5,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,20,10,3,3,.349112
971100,RW2,971,100,0,21,0,9,92,1113,0,0,0,0,0,0,6,25,1,26,2,0,21,11,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,3,0
971108,RW2,971,108,0,21,349112,9,92,1113,1,0,0,1,1,0,1,24,1,26,2,0,21,11,1,1,1,0,0,0,31,31,1,5,23,0,1, ,0,0,0,0,34, , ,1,1,1,1,24,10,3,3,.349112
971115,RW2,971,115,0,21,349112,9,92,1113,8,1,0,8,8,2,1,23,1,26,2,0,21,11,1,1,1,0,0,0,31,31,1,30,23,0,1, ,0,0,0,0,34, , ,5,4,1,1,71,10,3,3,.349112
971123,RW2,971,123,0,21,349112,9,92,1113,4,2,0,2,4,0,1,23,1,25,2,0,21,11,1,1,1,0,2,349112,12,12,1,5,23,1,1, ,1,0,0,0,34, , ,3,5,1,2,35,10,3,3,.349112
971130,RW2,971,130,0,21,349112,9,92,1113,5,3,0,4,5,1,1,24,1,25,2,0,21,11,1,1,1,0,0,0,12,12,1,20,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,32,10,3,3,.349112
971138,RW2,971,138,0,21,349112,9,92,1113,1,0,0,1,1,0,1,24,1,26,2,0,21,11,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,1,0,0,11, , ,1,1,1,1,23,10,3,3,.349112
971146,RW2,971,146,0,21,0,9,92,1113,0,0,0,0,0,0,7,24,1,26,2,0,21,11,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,3,0
971153,RW2,971,153,0,21,349112,9,92,1113,5,1,0,5,5,1,1,23,1,26,2,0,21,11,1,1,1,0,0,0,31,31,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,35,10,3,3,.349112
971160,RW2,971,160,0,21,349112,9,92,1113,4,1,1,4,4,0,1,23,1,24,2,0,21,11,1,1,1,0,2,349112,12,12,1,2,23,1,1, ,0,0,0,0,34, , ,2,4,1,1,34,10,3,3,.349112
971169,RW2,971,169,0,21,349112,9,92,1113,3,0,0,2,3,0,1,25,1,26,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,1,0,34, , ,2,5,1,1,25,10,3,3,.349112
971175,RW2,971,175,0,21,349112,9,92,1113,10,1,0,10,10,3,1,25,1,24,2,0,21,11,1,1,1,0,0,0,31,31,1,10,23,1,1, ,0,0,0,1,34, , ,4,5,1,1,35,10,3,3,.349112
971183,RW2,971,183,0,21,349112,9,92,1113,1,0,0,1,1,0,1,23,1,24,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,11, , ,1,1,1,1,22,10,3,3,.349112
971190,RW2,971,190,0,21,0,9,92,1113,0,0,0,0,0,0,6,25,1,24,2,0,21,11,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,3,0
971198,RW2,971,198,0,21,349112,9,92,1113,3,0,0,3,3,0,1,24,1,24,2,0,21,11,1,1,1,0,2,349112,12,12,1,5,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,27,10,3,3,.349112
971205,RW2,971,205,0,21,349112,9,92,1113,7,2,0,7,7,1,1,23,1,24,2,0,21,11,1,1,1,0,0,0,11,11,1, ,13,1,1, ,1,0,0,1,34, , ,4,5,1,1,40,10,3,3,.349112
971213,RW2,971,213,0,21,349112,9,92,1113,4,1,0,4,4,1,1,24,1,26,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,1,1,0,34, , ,2,5,1,1,28,10,3,3,.349112
971220,RW2,971,220,0,21,349112,9,92,1113,3,1,0,3,3,0,1,23,1,23,2,0,21,11,1,1,1,0,0,0,31,31,1,20,13,1,1, ,0,0,0,0,34, , ,3,5,1,1,39,10,3,3,.349112
971227,RW2,971,227,0,21,349112,9,92,1113,7,2,0,7,7,0,1,24,1,23,2,0,21,11,1,1,1,0,0,0,13,13,1, ,13,1,1, ,1,0,0,1,34, , ,4,5,1,1,40,10,3,3,.349112
971235,RW2,971,235,0,21,349112,9,92,1113,1,0,0,1,1,0,1,23,1,23,2,0,21,11,1,1,1,0,2,349112,13,13,1, ,23,1,1, ,1,1,0,0,34, , ,1,1,1,1,22,10,3,3,.349112
