HHID,HV000,HV001,HV002,PID,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV201,HV202,HV203,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,SHPREF,SHCOMMNE,SHSECTOR,V54
3 92,RW2,3,92,0,122,1126893,6,92,1110,7,1,1,6,7,3,1,20,1,54,9,0,122,35,2,2,2,3,2,1126893,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,11,3,11,1.126893
3 95,RW2,3,95,0,122,1126893,6,92,1110,6,1,0,6,6,3,1,20,1,53,9,0,122,35,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,28,11,3,11,1.126893
3 98,RW2,3,98,0,122,1126893,6,92,1110,5,1,0,1,5,0,1,20,1,54,9,0,122,35,2,2,2,3,0,0,12,12,1,20,23,0,1, ,0,0,0,0,11, , ,2,1,1,1,28,11,3,11,1.126893
3101,RW2,3,101,0,122,1126893,6,92,1110,4,0,0,4,4,1,1,20,1,53,9,0,122,35,2,2,2,3,0,0,31,32,0,10,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,73,11,3,11,1.126893
3103,RW2,3,103,0,122,1126893,6,92,1110,5,0,0,5,5,0,1,20,1,53,9,0,122,35,2,2,2,3,0,0,31,32,0,15,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,82,11,3,11,1.126893
3106,RW2,3,106,0,122,0,6,92,1110,0,0,0,0,0,0,6,20,1,53,9,0,122,35,2,2,2,3,2,0, , , , , , , , , , , , , , , , , , , , ,11,3,11,0
3109,RW2,3,109,0,122,1126893,6,92,1110,8,1,0,4,8,2,1,20,1,55,9,0,122,35,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,22,11,3,11,1.126893
3112,RW2,3,112,0,122,1126893,6,92,1110,4,1,0,4,4,1,1,20,1,55,9,0,122,35,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,98,11,3,11,1.126893
3114,RW2,3,114,0,122,1126893,6,92,1110,4,0,0,4,4,0,1,20,1,55,9,0,122,35,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,59,11,3,11,1.126893
3117,RW2,3,117,0,122,1126893,6,92,1110,4,1,0,4,4,2,1,20,1,56,9,0,122,35,2,2,2,3,0,0,32,32,1,30,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,11,3,11,1.126893
3120,RW2,3,120,0,122,1126893,6,92,1110,6,1,1,6,6,2,1,20,1,56,9,0,122,35,2,2,2,3,2,1126893,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,53,11,3,11,1.126893
3123,RW2,3,123,0,122,1126893,6,92,1110,3,1,0,3,3,0,1,21,2,56,9,0,122,35,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,58,11,3,11,1.126893
4  2,RW2,4,2,0,123,1126893,6,92,1110,7,2,0,7,6,0,1,20,2,63,5,0,123,35,2,2,2,3,2,1126893,31,31,1,10,23,0,1, ,0,0,0,0,11, , ,4,4,1,2,59,11,4,4,1.126893
4  4,RW2,4,4,0,123,1126893,6,92,1110,5,2,0,5,5,0,1,21,1,66,5,0,123,35,2,2,2,3,0,0,31,31,1,30,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,55,11,4,4,1.126893
4  6,RW2,4,6,0,123,1126893,6,92,1110,5,1,0,5,5,0,1,20,1,66,5,0,123,35,2,2,2,3,0,0,31,31,1,30,23,0,1, ,0,0,0,0,11, , ,3,4,1,2,71,11,4,4,1.126893
4  8,RW2,4,8,0,123,1126893,6,92,1110,3,2,0,3,3,0,1,20,1,66,5,0,123,35,2,2,2,3,0,0,31,31,1,25,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,44,11,4,4,1.126893
4  9,RW2,4,9,0,123,1126893,6,92,1110,5,1,0,5,5,2,1,20,1,66,5,0,123,35,2,2,2,3,0,0,31,31,1,40,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,60,11,4,4,1.126893
4 11,RW2,4,11,0,123,1126893,6,92,1110,5,1,0,5,5,1,1,20,1,65,5,0,123,35,2,2,2,3,2,1126893,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,33,11,4,4,1.126893
4 13,RW2,4,13,0,123,1126893,6,92,1110,2,1,0,2,2,0,1,20,1,65,5,0,123,35,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,11,4,4,1.126893
4 15,RW2,4,15,0,123,1126893,6,92,1110,5,0,0,5,5,2,1,20,1,66,5,0,123,35,2,2,2,3,0,0,31,31,1,10,23,0,1, ,0,0,0,0,34, , ,3,5,1,1,31,11,4,4,1.126893
4 17,RW2,4,17,0,123,1126893,6,92,1110,5,2,0,5,5,1,1,19,1,65,5,0,123,35,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,2,3,1,2,39,11,4,4,1.126893
4 19,RW2,4,19,0,123,1126893,6,92,1110,3,1,0,3,2,1,1,20,1,65,5,0,123,35,2,2,2,3,0,0,31,31,1,15,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,24,11,4,4,1.126893
4 21,RW2,4,21,0,123,1126893,6,92,1110,8,1,0,7,7,0,1,20,1,65,5,0,123,35,2,2,2,3,2,1126893,31,31,1,3,23,0,0, ,0,0,0,0,11, , ,5,4,1,1,72,11,4,4,1.126893
4 23,RW2,4,23,0,123,1126893,6,92,1110,6,1,0,6,6,1,1,19,1,66,5,0,123,35,2,2,2,3,0,0,31,31,1,15,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,42,11,4,4,1.126893
4 25,RW2,4,25,0,123,1126893,6,92,1110,6,1,0,6,6,2,1,23,1,66,5,0,123,35,2,2,2,3,0,0,12,12,1,4,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,39,11,4,4,1.126893
4 26,RW2,4,26,0,123,1126893,6,92,1110,7,1,0,7,7,3,1,20,2,66,5,0,123,35,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,36,11,4,4,1.126893
4 28,RW2,4,28,0,123,1126893,6,92,1110,6,1,0,5,6,2,1,20,1,66,5,0,123,35,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,54,11,4,4,1.126893
4 30,RW2,4,30,0,123,1126893,6,92,1110,5,0,0,5,5,0,1,18,1,64,5,0,123,35,2,2,2,3,2,1126893,12,12,1,10,23,0,9, ,0,0,0,0,11, , ,3,4,1,1,75,11,4,4,1.126893
4 32,RW2,4,32,0,123,1126893,6,92,1110,5,1,0,5,5,2,1,18,1,64,5,0,123,35,2,2,2,3,0,0,31,31,1,12,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,34,11,4,4,1.126893
4 34,RW2,4,34,0,123,1126893,6,92,1110,2,1,0,2,2,0,1,19,1,64,5,0,123,35,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,21,11,4,4,1.126893
4 36,RW2,4,36,0,123,1126893,6,92,1110,8,2,0,8,8,2,1,19,1,64,5,0,123,35,2,2,2,3,0,0,31,31,1,10,31,0,0, ,0,0,0,0,11, , ,2,4,1,1,41,11,4,4,1.126893
4 38,RW2,4,38,0,123,1126893,6,92,1110,6,1,0,4,6,0,1,19,1,63,5,0,123,35,2,2,2,3,0,0,31,31,1,6,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,64,11,4,4,1.126893
4 40,RW2,4,40,0,123,1126893,6,92,1110,7,1,1,7,7,2,1,19,1,63,5,0,123,35,2,2,2,3,2,1126893,31,31,1,6,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,38,11,4,4,1.126893
4 42,RW2,4,42,0,123,1126893,6,92,1110,3,1,0,3,3,1,1,18,1,63,5,0,123,35,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,41,11,4,4,1.126893
4 43,RW2,4,43,0,123,1126893,6,92,1110,6,1,0,6,6,2,1,18,1,63,5,0,123,35,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,31,11,4,4,1.126893
4 45,RW2,4,45,0,123,1126893,6,92,1110,8,3,0,8,8,1,1,19,1,65,5,0,123,35,2,2,2,3,0,0,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,4,4,1,1,52,11,4,4,1.126893
4 47,RW2,4,47,0,123,1126893,6,92,1110,2,1,0,2,2,0,1,19,1,65,5,0,123,35,2,2,2,3,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,80,11,4,4,1.126893
4 49,RW2,4,49,0,123,1126893,6,92,1110,6,1,0,6,6,0,1,19,1,65,5,0,123,35,2,2,2,3,2,1126893,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,45,11,4,4,1.126893
4 51,RW2,4,51,0,123,1126893,6,92,1110,4,1,0,4,4,2,1,20,1,63,5,0,123,35,2,2,2,3,0,0,31,31,1,5,23,0,0, ,0,0,0,0,34, , ,1,2,1,1,42,11,4,4,1.126893
4 53,RW2,4,53,0,123,1126893,6,92,1110,2,1,0,2,2,0,1,20,1,65,5,0,123,35,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,3,1,2,55,11,4,4,1.126893
4 57,RW2,4,57,0,123,1126893,6,92,1110,3,1,0,3,3,0,1,20,1,63,5,0,123,35,2,2,2,3,0,0,31,31,1,15,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,78,11,4,4,1.126893
4 59,RW2,4,59,0,123,1126893,6,92,1110,3,0,0,1,3,0,1,20,1,63,5,0,123,35,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,74,11,4,4,1.126893
4 61,RW2,4,61,0,123,1126893,6,92,1110,2,1,0,2,2,1,1,20,1,63,5,0,123,35,2,2,2,3,2,1126893,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,37,11,4,4,1.126893
4 63,RW2,4,63,0,123,1126893,6,92,1110,8,2,0,8,8,1,1,20,1,64,5,0,123,35,2,2,2,3,0,0,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,61,11,4,4,1.126893
4 65,RW2,4,65,0,123,1126893,6,92,1110,7,2,0,7,7,0,1,20,1,64,5,0,123,35,2,2,2,3,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,3,4,1,2,44,11,4,4,1.126893
4 67,RW2,4,67,0,123,1126893,6,92,1110,2,0,0,2,2,0,1,20,1,64,5,0,123,35,2,2,2,3,0,0,31,31,1,25,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,69,11,4,4,1.126893
4 69,RW2,4,69,0,123,1126893,6,92,1110,2,1,0,2,2,0,1,20,2,64,5,0,123,35,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,11,4,4,1.126893
4 71,RW2,4,71,0,123,1126893,6,92,1110,5,1,0,5,4,2,1,20,1,64,5,0,123,35,2,2,2,3,0,0,31,31,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,30,11,4,4,1.126893
4 73,RW2,4,73,0,123,1126893,6,92,1110,2,1,1,2,2,0,1,20,1,64,5,0,123,35,2,2,2,3,2,1126893,12,12,1,15,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,38,11,4,4,1.126893
5  2,RW2,5,2,0,124,1126893,6,92,1110,4,1,0,4,3,0,1,16,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,63,11,5,9,1.126893
5  3,RW2,5,3,0,124,1126893,6,92,1110,4,1,0,4,4,2,1,16,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,24,11,5,9,1.126893
5  4,RW2,5,4,0,124,1126893,6,92,1110,5,1,0,5,5,1,1,16,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,90,23,0,0, ,0,0,0,0,11, , ,4,2,1,2,36,11,5,9,1.126893
5  5,RW2,5,5,0,124,1126893,6,92,1110,6,1,0,6,6,3,1,16,1,26,1,0,124,36,2,2,2,3,0,0,32,32,1,180,31,0,0, ,0,0,0,0,11, , ,2,2,1,1,24,11,5,9,1.126893
5  6,RW2,5,6,0,124,1126893,6,92,1110,4,1,1,4,4,2,1,16,1,26,1,0,124,36,2,2,2,3,2,1126893,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,23,11,5,9,1.126893
5  7,RW2,5,7,0,124,1126893,6,92,1110,5,1,0,5,5,3,1,16,1,26,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,42,11,5,9,1.126893
5  9,RW2,5,9,0,124,1126893,6,92,1110,8,3,0,8,8,3,1,16,2,26,1,0,124,36,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,4,4,1,1,40,11,5,9,1.126893
5 10,RW2,5,10,0,124,1126893,6,92,1110,5,1,0,5,5,1,1,16,1,26,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,36,11,5,9,1.126893
5 11,RW2,5,11,0,124,1126893,6,92,1110,2,1,0,2,2,0,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,150,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,29,11,5,9,1.126893
5 12,RW2,5,12,0,124,1126893,6,92,1110,4,0,0,4,4,0,1,16,1,24,1,0,124,36,2,2,2,3,2,1126893,32,32,1,240,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,65,11,5,9,1.126893
5 13,RW2,5,13,0,124,1126893,6,92,1110,8,1,0,8,8,2,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,40,11,5,9,1.126893
5 14,RW2,5,14,0,124,1126893,6,92,1110,11,3,0,11,11,0,1,18,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,1, ,0,0,0,0,11, , ,3,5,1,1,52,11,5,9,1.126893
5 16,RW2,5,16,0,124,1126893,6,92,1110,1,1,0,1,1,0,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,1, ,0,0,0,0,11, , ,1,1,1,2,27,11,5,9,1.126893
5 17,RW2,5,17,0,124,1126893,6,92,1110,2,0,0,2,2,0,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,120,31,0,0, ,0,0,0,0,11, , ,1,1,1,2,79,11,5,9,1.126893
5 18,RW2,5,18,0,124,1126893,6,92,1110,3,1,1,3,3,1,1,16,1,24,1,0,124,36,2,2,2,3,2,1126893,32,32,1,120,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,19,11,5,9,1.126893
5 19,RW2,5,19,0,124,1126893,6,92,1110,5,1,0,5,5,2,1,18,1,24,1,0,124,36,2,2,2,3,0,0,12,12,1,70,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,31,11,5,9,1.126893
5 20,RW2,5,20,0,124,1126893,6,92,1110,1,1,0,1,1,0,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,29,11,5,9,1.126893
5 21,RW2,5,21,0,124,1126893,6,92,1110,2,1,0,2,2,0,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,90,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,11,5,9,1.126893
5 23,RW2,5,23,0,124,0,6,92,1110,0,0,0,0,0,0,6,18,1,24,1,0,124,36,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,11,5,9,0
5 24,RW2,5,24,0,124,1126893,6,92,1110,4,1,0,3,4,0,1,18,1,25,1,0,124,36,2,2,2,3,2,1126893,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,48,11,5,9,1.126893
5 25,RW2,5,25,0,124,1126893,6,92,1110,5,1,0,5,4,2,1,18,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,29,11,5,9,1.126893
5 26,RW2,5,26,0,124,1126893,6,92,1110,4,1,0,4,4,2,1,18,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,30,11,5,9,1.126893
5 27,RW2,5,27,0,124,1126893,6,92,1110,2,1,0,2,2,0,1,18,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,38,11,5,9,1.126893
5 28,RW2,5,28,0,124,1126893,6,92,1110,7,1,0,7,7,2,1,16,1,25,1,0,124,36,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,37,11,5,9,1.126893
5 29,RW2,5,29,0,124,1126893,6,92,1110,11,3,1,11,11,0,1,18,1,23,1,0,124,36,2,2,2,3,2,1126893,32,32,1,120,23,0,1, ,0,0,0,0,11, , ,4,5,1,1,44,11,5,9,1.126893
5 31,RW2,5,31,0,124,1126893,6,92,1110,9,3,0,9,9,3,1,18,1,26,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,47,11,5,9,1.126893
5 32,RW2,5,32,0,124,1126893,6,92,1110,2,1,0,1,2,0,1,18,1,26,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,1,1,2,72,11,5,9,1.126893
5 33,RW2,5,33,0,124,1126893,6,92,1110,7,1,0,7,7,2,1,18,1,26,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,44,11,5,9,1.126893
5 34,RW2,5,34,0,124,1126893,6,92,1110,9,2,0,9,9,0,1,18,1,27,1,0,124,36,2,2,2,3,0,0,32,32,1,150,23,0,1, ,0,0,0,0,34, , ,3,4,1,1,51,11,5,9,1.126893
5 35,RW2,5,35,0,124,1126893,6,92,1110,5,1,1,5,5,3,1,16,1,23,1,0,124,36,2,2,2,3,2,1126893,32,32,1,300,23,0,1, ,0,1,0,0,11, , ,1,2,1,1,98,11,5,9,1.126893
5 36,RW2,5,36,0,124,1126893,6,92,1110,5,1,0,5,5,3,1,18,1,23,1,0,124,36,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,28,11,5,9,1.126893
5 38,RW2,5,38,0,124,1126893,6,92,1110,5,1,0,5,5,0,1,16,1,23,1,0,124,36,2,2,2,3,0,0,32,32,1,240,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,54,11,5,9,1.126893
5 39,RW2,5,39,0,124,1126893,6,92,1110,2,1,0,2,2,0,1,18,1,23,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,11,5,9,1.126893
5 61,RW2,5,61,0,124,0,6,92,1110,0,0,0,0,0,0,6,16,1,23,1,0,124,36,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,11,5,9,0
5 62,RW2,5,62,0,124,0,6,92,1110,0,0,0,0,0,0,6,15,1,23,1,0,124,36,2,2,2,3,2,0, , , , , , , , , , , , , , , , , , , , ,11,5,9,0
5 63,RW2,5,63,0,124,1126893,6,92,1110,3,0,0,3,2,0,1,16,1,23,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,1,0,0,34, , ,2,5,1,1,28,11,5,9,1.126893
5 64,RW2,5,64,0,124,1126893,6,92,1110,6,1,0,6,6,0,1,16,1,23,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,4,4,1,1,55,11,5,9,1.126893
5 65,RW2,5,65,0,124,1126893,6,92,1110,6,1,0,6,6,2,1,16,1,23,1,0,124,36,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,32,11,5,9,1.126893
5 66,RW2,5,66,0,124,1126893,6,92,1110,2,1,0,2,2,0,1,16,1,24,1,0,124,36,2,2,2,3,0,0,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,51,11,5,9,1.126893
5 67,RW2,5,67,0,124,1126893,6,92,1110,5,1,1,5,5,2,1,16,1,25,1,0,124,36,2,2,2,3,2,1126893,32,32,1,180,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,29,11,5,9,1.126893
7  6,RW2,7,6,0,126,1126893,6,92,1110,7,1,0,7,7,2,1,16,1,65,3,0,126,36,2,2,2,3,0,0,31,31,1,120,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,70,11,8,7,1.126893
7  8,RW2,7,8,0,126,1126893,6,92,1110,4,1,1,4,4,2,1,16,1,65,3,0,126,36,2,2,2,3,2,1126893,31,31,1,90,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,27,11,8,7,1.126893
7 10,RW2,7,10,0,126,1126893,6,92,1110,12,1,0,12,10,2,1,16,1,65,5,0,126,36,2,2,2,3,0,0,12,12,1,60,23,0,1, ,0,0,0,0,34, , ,3,5,1,2,36,11,8,7,1.126893
7 13,RW2,7,13,0,126,1126893,6,92,1110,9,2,0,9,8,2,1,15,1,65,5,0,126,36,2,2,2,3,0,0,31,31,0,90,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,42,11,8,7,1.126893
7 15,RW2,7,15,0,126,1126893,6,92,1110,2,1,0,2,2,0,1,15,1,63,9,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,29,11,8,7,1.126893
7 18,RW2,7,18,0,126,1126893,6,92,1110,2,1,0,2,2,0,1,17,1,63,9,0,126,36,2,2,2,3,0,0,12,12,0,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,64,11,8,7,1.126893
7 20,RW2,7,20,0,126,1126893,6,92,1110,3,1,0,3,3,2,1,17,1,63,6,0,126,36,2,2,2,3,2,1126893,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,24,11,8,7,1.126893
7 22,RW2,7,22,0,126,1126893,6,92,1110,9,2,0,9,9,2,1,17,2,63,8,0,126,36,2,2,2,3,0,0,12,12,1,45,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,54,11,8,7,1.126893
7 25,RW2,7,25,0,126,1126893,6,92,1110,3,2,0,3,3,0,1,17,2,66,8,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,3,3,1,2,47,11,8,7,1.126893
7 27,RW2,7,27,0,126,1126893,6,92,1110,10,2,0,10,10,2,1,16,1,66,8,0,126,36,2,2,2,3,0,0,12,12,1,120,23,1,0, ,0,0,0,0,11, , ,3,4,1,1,64,11,8,7,1.126893
7 30,RW2,7,30,0,126,1126893,6,92,1110,3,0,0,3,3,0,1,15,1,66,1,0,126,36,2,2,2,3,0,0,12,12,1,25,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,76,11,8,7,1.126893
7 32,RW2,7,32,0,126,1126893,6,92,1110,12,2,1,12,12,2,1,15,1,66,7,0,126,36,2,2,2,3,2,1126893,12,12,1,120,23,0,0, ,0,0,0,0,33, , ,3,4,1,1,42,11,8,7,1.126893
7 34,RW2,7,34,0,126,1126893,6,92,1110,6,1,0,6,6,2,1,15,1,64,1,0,126,36,2,2,2,3,0,0,31,31,0,40,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,36,11,8,7,1.126893
7 37,RW2,7,37,0,126,1126893,6,92,1110,10,3,0,10,10,2,1,15,1,64,1,0,126,36,2,2,2,3,0,0,31,31,1,60,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,38,11,8,7,1.126893
7 39,RW2,7,39,0,126,1126893,6,92,1110,3,1,0,3,3,1,1,17,1,64,4,0,126,36,2,2,2,3,0,0,31,31,0,60,23,0,0, ,0,0,0,0,31, , ,20,1,1,2,22,11,8,7,1.126893
7 40,RW2,7,40,0,126,1126893,6,92,1110,6,1,0,6,6,0,1,17,1,64,9,0,126,36,2,2,2,3,0,0,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,42,11,8,7,1.126893
7 41,RW2,7,41,0,126,1126893,6,92,1110,3,1,0,3,3,2,1,17,3,64,6,0,126,36,2,2,2,3,0,0,12,12,1,40,23,0,0, ,0,0,0,0,11, , ,1,1,1,2,26,11,8,7,1.126893
7 44,RW2,7,44,0,126,1126893,6,92,1110,3,1,1,3,3,1,1,17,1,64,3,0,126,36,2,2,2,3,2,1126893,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,33,11,8,7,1.126893
7 45,RW2,7,45,0,126,1126893,6,92,1110,9,1,1,9,9,1,1,16,1,66,5,0,126,36,2,2,2,3,2,1126893,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,44,11,8,7,1.126893
7 46,RW2,7,46,0,126,1126893,6,92,1110,8,0,0,8,8,0,1,17,1,64,5,0,126,36,2,2,2,3,0,0,12,12,1,15,23,0,1, ,0,0,0,0,34, , ,3,4,1,1,56,11,8,7,1.126893
7 47,RW2,7,47,0,126,1126893,6,92,1110,7,1,0,7,7,2,1,17,1,66,3,0,126,36,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,11,8,7,1.126893
7 48,RW2,7,48,0,126,1126893,6,92,1110,2,0,0,2,2,0,1,16,1,66,7,0,126,36,2,2,2,3,0,0,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,72,11,8,7,1.126893
7 49,RW2,7,49,0,126,1126893,6,92,1110,7,2,0,7,7,2,1,17,1,64,7,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,2,59,11,8,7,1.126893
7 51,RW2,7,51,0,126,1126893,6,92,1110,3,1,0,3,3,1,1,17,1,64,3,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,19,11,8,7,1.126893
7 52,RW2,7,52,0,126,1126893,6,92,1110,7,2,0,7,7,1,1,17,1,66,9,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,47,11,8,7,1.126893
7 53,RW2,7,53,0,126,1126893,6,92,1110,3,0,0,3,2,0,1,16,1,66,7,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,78,11,8,7,1.126893
7 56,RW2,7,56,0,126,1126893,6,92,1110,9,1,0,8,8,0,1,17,1,63,7,0,126,36,2,2,2,3,2,1126893,32,32,1,180,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,68,11,8,7,1.126893
7 58,RW2,7,58,0,126,1126893,6,92,1110,3,1,0,3,3,1,1,16,1,63,3,0,126,36,2,2,2,3,0,0,31,12,0,25,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,32,11,8,7,1.126893
7 60,RW2,7,60,0,126,1126893,6,92,1110,6,1,0,6,6,1,1,17,1,63,7,0,126,36,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,67,11,8,7,1.126893
